Model,Train Time,Train Accuracy,Test Accuracy
knn,1.2223438421885173,0.9263573057250262,0.9046093172294799
logisticregression,0.21827570597330728,0.9106735687434523,0.9106482622627557
decisiontreeclassifier,0.23813605308532715,0.9159117520182412,0.9126201626817846
svc,31.204458951950073,0.9211499352930301,0.9115109686960808
